@relation DATASET
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute f21 real
@attribute f22 real
@attribute f23 real
@attribute f24 real
@attribute f25 real
@attribute f26 real
@attribute f27 real
@attribute f28 real
@attribute f29 real
@attribute f30 real
@attribute f31 real
@attribute f32 real
@attribute f33 real
@attribute f34 real
@attribute f35 real
@attribute CLASS {car,noncar}

@data
0.005,1.132,1.157,0.659,1.326,0.0,0.57,0.032,-1.229,-0.578,-0.341,0.821,-0.096,2.02,-1.656,-0.032,2.09,0.235,0.773,0.827,2.082,-0.407,2.128,0.003,-0.517,2.314,1.274,-0.014,-0.687,-0.106,0.902,1.165,-0.962,0.846,-1.564,-0.081,noncar
0.577,-1.054,0.022,-0.29,-0.576,-0.057,-0.026,-0.058,0.926,-0.317,-0.123,-0.009,-0.032,-0.777,0.649,-0.086,-0.996,-0.839,0.026,0.0,-0.498,-0.763,-0.752,0.549,0.877,0.04,-0.195,0.001,-0.89,-0.687,0.007,-1.411,0.173,0.115,0.453,0.086,noncar
-0.042,2.468,1.967,-0.026,1.262,-0.082,-0.006,0.36,-1.229,0.387,-0.558,0.024,0.036,2.652,-1.912,0.002,2.861,-0.529,0.145,1.447,3.133,0.189,2.989,-0.025,0.514,2.651,1.675,0.007,-0.89,0.062,-0.0,0.941,-1.125,0.27,-1.564,-0.018,noncar
0.026,-0.69,-0.788,0.014,-1.718,-0.379,-0.063,-1.641,-1.102,-0.015,-0.341,-0.014,0.615,-1.108,1.545,-0.62,-0.996,-0.172,0.011,-0.62,-1.485,0.78,-1.08,0.05,-0.001,-0.513,1.942,0.0,-1.297,0.031,0.118,-0.627,-2.098,-0.154,-1.698,-0.005,noncar
0.419,-0.932,-1.274,-0.195,-0.323,-0.375,-0.197,-0.745,-0.975,-0.215,-0.341,-0.025,-0.343,-0.446,0.265,0.013,-0.611,0.373,0.034,-1.447,-0.307,-0.002,-0.498,-0.39,0.053,-0.913,-0.195,-0.86,1.55,0.082,-0.001,0.045,-0.476,0.129,-0.623,0.351,car
-0.35,1.011,0.995,0.014,1.389,0.001,-0.048,1.436,0.673,-0.045,0.311,-0.195,-0.183,1.058,-1.144,-0.932,0.933,0.252,0.027,0.965,0.999,-0.001,1.025,-0.997,-0.071,0.624,-0.596,0.823,-0.687,-0.123,0.167,0.717,-0.151,0.343,0.184,-0.054,car
-0.005,1.375,0.995,0.187,0.692,0.009,0.165,-0.267,-1.356,-0.0,-0.341,-0.009,0.003,1.449,-1.4,-0.0,1.318,-0.866,0.0,1.171,1.636,0.223,1.489,0.503,0.063,1.023,1.14,-0.081,0.533,0.329,-0.303,1.388,-0.151,-0.239,-1.026,-0.001,noncar
0.0,0.768,0.833,0.46,1.009,-0.432,-0.183,1.047,0.166,0.383,-0.558,0.118,-0.078,1.479,-1.4,-0.068,1.318,-0.176,-0.215,0.551,1.382,0.029,1.58,-0.187,0.007,1.177,0.606,0.142,0.33,-0.647,-0.548,-0.627,0.011,-0.818,-0.892,-0.001,noncar
0.305,0.282,-0.14,0.001,0.185,0.245,-0.009,-0.088,0.546,0.001,0.311,-0.372,0.516,-0.416,0.265,0.093,-0.611,0.957,-0.144,0.138,-0.689,-0.138,-0.481,-0.279,0.653,-0.482,-0.73,0.071,-0.687,0.289,0.292,-0.291,0.498,0.032,0.856,-0.529,noncar
-0.068,1.861,1.157,-0.007,1.389,0.0,0.002,0.898,-0.215,-0.985,0.746,-0.001,-0.61,1.389,-1.272,-0.125,1.318,-0.335,0.038,0.965,0.999,0.039,1.421,0.085,-0.518,1.146,-0.73,-0.008,0.94,0.312,0.0,-0.627,0.011,-0.015,0.453,-0.845,car
-0.09,-0.811,-0.95,0.557,-0.513,0.051,0.001,-0.118,0.546,0.001,-0.558,-0.02,-0.286,-0.717,0.521,0.552,-0.611,0.979,0.549,-0.964,-0.498,0.757,-0.69,0.0,-0.512,-1.097,-0.329,0.072,-0.687,-0.681,-0.797,0.941,0.984,0.0,0.587,0.124,noncar
0.079,-0.447,-0.626,0.005,-0.259,0.008,0.032,-0.715,-0.849,0.341,-0.341,0.365,0.079,-0.928,0.905,-0.001,-0.996,0.398,0.85,-0.689,-0.88,0.269,-0.882,-0.038,0.664,-0.513,-0.73,0.116,-1.297,-0.268,-0.237,-1.299,0.498,0.104,0.184,0.246,car
-0.016,0.525,0.509,0.367,1.199,0.003,-0.022,1.018,0.419,-0.204,0.094,-0.991,0.168,0.847,-1.016,-0.93,0.933,-0.016,-0.224,0.276,0.872,0.227,0.815,0.918,-0.0,-0.022,-0.596,0.0,-0.89,-0.003,0.0,-0.851,0.011,-0.131,0.184,-0.814,car
0.178,0.282,0.184,0.157,0.375,0.006,0.044,0.151,0.799,0.318,0.311,-0.517,0.001,-0.416,0.265,-0.071,-0.611,0.664,-0.386,0.0,-0.498,0.564,-0.486,0.937,-0.001,0.224,-0.462,-0.174,1.55,0.042,0.283,0.269,0.822,-0.321,0.856,-0.161,noncar
0.0,-1.054,-0.302,0.776,-0.83,-0.107,0.0,-0.835,0.039,-0.0,-0.341,0.019,-0.066,-0.507,0.393,0.231,-0.611,0.33,0.015,-0.207,-0.338,-0.022,-0.56,-0.654,0.158,0.132,1.541,-0.054,-1.093,0.394,0.182,-0.963,-1.287,0.176,-1.564,0.55,noncar
-0.037,-0.325,-0.464,0.016,-1.02,-0.214,-0.243,-0.805,-0.468,0.003,0.094,0.451,0.152,-1.048,1.161,-0.031,-0.996,-0.258,0.103,-0.413,-0.816,0.113,-0.973,-0.007,-0.055,-0.329,-0.462,-0.015,-0.077,0.995,-0.11,-0.851,0.335,-0.002,0.184,0.05,noncar
0.014,-1.661,-0.302,0.57,-0.893,0.385,0.092,-1.373,-1.102,0.044,-0.341,-0.024,-0.085,-0.567,0.649,0.03,-0.611,0.003,0.994,-0.069,-0.625,0.088,-0.639,0.022,0.153,0.04,1.14,0.001,0.127,-0.253,-0.012,0.157,-1.611,0.411,-1.564,0.989,noncar
0.006,-0.082,0.184,0.604,0.185,0.011,-0.002,0.002,0.546,-0.002,0.094,0.002,-0.742,-0.537,0.393,0.116,-0.611,-0.011,0.065,-0.069,-0.625,0.008,-0.571,0.504,0.148,0.132,-0.73,0.01,-1.297,0.236,-0.001,-0.963,0.984,-0.976,1.125,-0.988,noncar
-0.585,-0.082,0.995,0.0,0.502,-0.488,0.204,1.197,0.926,0.01,-0.123,-0.145,-0.109,0.426,-0.632,0.01,0.547,0.203,-0.014,0.551,0.713,-0.022,0.374,-0.341,-0.458,1.699,-0.329,-0.236,-0.077,0.153,0.031,-1.299,0.011,-0.003,0.049,0.256,car
0.25,0.282,-0.788,-0.002,-0.259,0.0,0.115,0.032,-0.468,-0.067,-0.341,-0.006,-0.012,0.155,-0.376,0.038,0.161,0.284,0.293,-0.62,0.267,0.276,0.085,-0.712,-0.574,-0.452,-0.596,0.651,-0.687,-0.604,0.74,1.836,0.335,-0.022,0.587,-0.586,car
0.29,-1.054,-1.436,-0.015,-1.971,-0.199,-0.175,-1.612,-0.722,-0.012,-0.775,-0.067,0.155,-1.499,2.057,0.727,-1.382,0.278,0.068,-1.653,-1.581,0.045,-1.318,0.001,-0.251,-1.466,1.14,-0.693,1.347,-0.0,0.043,-0.851,-1.287,-0.0,-1.564,0.007,noncar
-0.004,0.768,-1.436,0.459,-0.576,0.021,-0.056,0.898,1.433,-0.184,-0.558,-0.378,0.287,-0.206,-0.12,0.027,-0.225,-0.234,0.772,-1.447,0.012,0.416,-0.22,0.01,0.943,-1.527,-0.062,0.392,-0.077,0.143,0.78,0.717,1.796,0.124,1.125,-0.859,noncar
0.293,-0.325,-1.436,-0.102,-0.64,0.035,0.051,-0.207,-0.215,-0.387,-0.123,-0.162,0.074,-0.567,0.393,0.018,-0.611,0.213,-0.228,-1.033,-0.721,-0.718,-0.599,0.828,0.273,-1.65,-1.264,0.039,-0.89,-0.194,-0.19,1.053,1.147,0.722,1.259,0.448,car
0.506,-0.325,-0.626,0.001,-1.147,0.424,0.242,-0.626,-0.088,-0.517,-0.123,-0.0,-0.243,-1.198,1.289,0.287,-0.996,0.584,-0.153,-0.413,-0.88,0.687,-1.08,0.038,0.724,-0.667,-0.596,-0.816,-0.077,0.055,-0.13,-0.067,0.822,-0.02,0.722,-0.282,noncar
0.139,-0.932,-0.95,-0.046,-1.527,0.0,-0.018,-1.313,-0.849,0.007,-0.775,0.605,0.136,-1.559,2.057,-0.0,-1.382,0.843,0.85,-0.964,-1.549,-0.011,-1.335,-0.583,0.569,-0.82,-0.462,0.115,0.127,0.537,0.395,-0.739,0.173,0.166,-0.219,-0.0,noncar
-0.79,0.16,1.319,0.121,0.819,-0.521,-0.004,0.988,0.419,-0.903,0.311,-0.055,0.073,0.727,-0.888,0.066,0.547,-0.066,0.0,0.827,0.999,0.029,0.674,-0.029,0.277,1.914,-0.195,-0.044,-0.687,-0.87,0.178,-1.187,-0.151,-0.124,0.049,-0.2,car
-0.068,-0.325,-0.302,-0.126,-0.64,0.153,-0.019,-0.805,-0.722,0.019,-0.341,-0.005,-0.837,-0.597,0.521,0.681,-0.611,-0.118,0.021,-0.551,-0.657,-0.023,-0.639,-0.101,-0.295,-0.298,-0.062,-0.252,1.347,0.981,0.0,1.165,-0.476,0.0,-0.623,-0.01,car
0.241,-1.54,0.022,-0.07,-0.893,0.048,0.422,-0.954,-0.215,-0.028,-0.341,0.229,-0.149,-0.507,0.521,-0.827,-0.611,0.063,-0.616,0.207,-0.689,-0.011,-0.605,0.339,0.251,0.132,1.14,-0.043,-0.687,-0.019,0.003,0.045,-1.611,-0.433,-1.698,0.015,noncar
0.012,0.039,0.833,-0.0,0.121,-0.001,0.004,-0.924,-0.595,-0.485,0.311,0.472,0.212,-0.386,0.393,-0.883,-0.225,0.39,-0.006,1.516,-0.561,-0.493,-0.503,-0.122,0.0,0.378,0.606,-0.743,-0.28,-0.035,-0.147,-0.739,-1.125,0.004,-0.623,-0.368,noncar
0.23,1.618,0.022,-0.048,0.628,0.251,0.638,0.838,0.039,0.673,0.311,0.002,-0.002,0.576,-0.76,0.005,0.547,-0.047,-0.05,0.0,0.426,0.459,0.487,-0.517,0.123,-0.482,-1.13,0.693,1.143,-0.101,0.579,0.829,0.984,0.109,0.99,0.008,car
-0.001,2.589,0.995,0.0,1.136,0.226,0.771,0.958,-0.215,0.065,0.746,-0.142,-0.764,0.817,-0.888,-0.379,0.933,0.059,0.072,0.965,0.585,-0.257,0.753,-0.005,0.546,0.286,-1.397,0.032,3.176,0.199,0.11,-1.299,1.471,-0.509,1.663,-0.777,car
0.116,-0.447,-0.14,0.11,-0.83,0.087,0.026,-0.506,0.292,-0.263,-0.341,-0.607,-0.001,-1.018,1.033,0.001,-0.996,-0.256,0.202,-0.207,-0.753,-0.165,-0.95,-0.041,-0.267,-0.39,0.339,0.0,-0.687,0.669,0.835,-1.187,-0.314,0.341,-0.623,0.41,noncar
0.302,1.011,1.157,0.832,1.009,-0.001,-0.216,1.675,1.18,0.667,0.311,0.125,0.877,1.358,-1.272,-0.521,1.318,-0.007,0.05,1.102,1.254,-0.515,1.37,-0.002,-0.939,0.747,-0.195,-0.004,-1.297,0.254,-0.0,0.381,-0.314,-0.008,0.049,0.95,car
-0.028,1.132,1.319,0.04,1.516,0.051,0.528,0.091,-0.849,-0.469,0.311,0.893,-0.159,1.298,-1.144,0.217,1.318,-0.587,-0.0,1.378,0.999,-0.018,1.246,0.523,-0.04,1.484,0.072,0.038,1.957,0.009,0.07,1.276,-0.314,-0.008,0.184,-0.03,car
0.979,-1.175,-0.302,0.125,-0.766,0.001,0.002,-1.373,-0.975,0.389,-0.123,0.66,-0.001,-0.537,0.521,0.104,-0.611,-0.038,-0.197,-0.138,-0.498,-0.617,-0.611,0.471,0.002,0.04,1.14,0.259,-1.093,0.144,-0.006,-0.067,-1.287,-0.409,-1.564,-0.428,noncar
-0.035,0.525,-1.112,0.015,-0.259,-0.624,0.79,0.659,0.419,-0.161,-0.123,0.011,0.124,0.005,-0.248,0.526,-0.225,-0.028,0.006,-0.827,0.267,0.387,-0.056,-0.009,-0.605,-1.036,-0.73,0.195,0.533,0.034,-0.609,0.829,0.498,-0.371,0.453,0.135,car
-0.054,-0.69,-0.95,-0.92,-0.766,-0.003,0.415,-0.088,0.546,0.227,-0.341,0.471,0.291,-0.627,0.393,0.008,-0.611,-0.248,0.005,-0.964,-0.689,0.709,-0.611,0.014,-0.044,-0.974,-0.462,0.834,-0.28,-0.011,0.445,0.045,0.66,0.0,0.722,-0.156,noncar
-0.115,-0.325,0.184,0.994,1.199,0.018,0.134,0.898,0.419,0.014,0.094,0.0,0.252,0.817,-0.888,-0.49,0.933,0.648,-0.244,-0.138,0.968,0.01,0.759,0.93,0.015,0.747,0.072,0.003,-0.28,0.017,0.23,-0.515,-0.476,0.031,-0.219,-0.0,car
0.002,-0.325,-1.436,0.122,0.058,-0.143,0.171,-0.207,-0.088,-0.0,-0.123,0.075,0.276,-0.807,0.777,-0.004,-0.611,-0.201,0.375,-1.378,-0.816,0.321,-0.803,0.452,-0.236,-1.158,-1.264,0.194,-1.297,0.418,0.088,2.06,0.66,-0.078,0.587,0.421,car
-0.017,-1.661,-0.14,-0.806,-0.893,0.0,-0.0,-1.462,-1.102,-0.398,-0.123,-0.117,-0.506,-0.537,0.521,-0.009,-0.611,-0.0,-0.456,-0.138,-0.593,0.011,-0.605,-0.041,-0.417,0.47,1.007,0.599,-0.483,-0.549,0.133,0.381,-1.449,-0.583,-1.429,0.127,noncar
0.033,0.403,0.509,0.883,1.453,0.001,-0.595,1.286,0.292,-0.553,0.529,-0.542,-0.117,0.967,-1.016,-0.618,0.933,-0.038,0.099,0.482,0.745,0.003,0.917,0.009,0.072,-0.39,-1.13,0.202,-0.89,0.142,-0.467,-0.627,0.66,0.705,0.856,0.555,car
-0.48,-0.204,1.157,0.455,0.692,-0.004,0.057,1.047,0.673,-0.0,0.094,0.064,-0.287,0.606,-0.76,-0.647,0.547,-0.027,-0.452,0.896,0.808,0.161,0.544,-0.001,-0.042,2.006,-0.062,-0.014,-0.89,-0.326,-0.216,-0.851,-0.151,-0.021,-0.085,-0.731,car
-0.023,-0.811,-0.464,-0.436,-0.766,-0.677,-0.091,-0.895,-0.342,0.11,-0.341,0.001,0.001,-0.597,0.521,-0.128,-0.611,0.199,0.601,-0.413,-0.37,0.607,-0.639,0.184,-0.2,-0.575,0.74,0.375,-0.077,-0.001,0.068,-0.403,-0.638,-0.69,-1.026,0.843,noncar
0.904,0.039,-1.274,-0.976,-0.64,-0.141,-0.975,-0.685,-0.215,-0.02,0.094,0.023,-0.009,-1.078,1.161,0.919,-0.996,-0.0,-0.01,-0.896,-0.88,-0.54,-1.007,0.336,-0.008,-1.435,-0.462,-0.311,-0.89,0.044,0.001,-0.627,0.498,-0.407,-0.085,-0.115,noncar
0.496,0.403,-1.112,0.038,-0.449,-0.64,0.067,0.569,0.799,0.875,-0.558,0.891,0.727,0.065,-0.504,-0.021,-0.225,-0.027,-0.032,-1.309,0.33,0.212,0.057,-0.85,-0.356,-1.158,0.205,0.186,-0.89,0.516,0.005,-0.739,1.309,0.03,0.453,0.202,noncar
0.768,0.282,0.022,-0.0,1.199,-0.677,-0.466,0.958,0.546,0.379,0.094,0.01,0.172,0.697,-0.888,0.265,0.547,0.68,-0.0,-0.344,0.936,-0.855,0.634,-0.739,-0.005,0.624,0.072,0.016,-0.687,0.0,-0.128,0.717,0.011,-0.003,0.184,0.549,car
0.288,1.496,1.319,0.002,1.009,-0.399,0.953,-0.446,-1.863,0.095,-0.993,0.0,-0.704,2.05,-1.656,0.009,2.09,-0.018,0.001,1.102,2.369,-0.675,2.253,-0.023,0.644,1.453,1.274,0.855,-0.483,-0.443,-0.522,0.493,-0.638,0.066,-1.564,0.0,noncar
-0.534,2.104,0.833,-0.031,1.326,-0.163,0.08,0.898,-0.215,0.0,0.529,-0.251,0.172,1.268,-1.272,0.52,1.318,-0.626,0.001,0.551,1.095,-0.261,1.263,-0.817,-0.063,0.409,-0.596,-0.004,0.533,0.16,0.835,-0.403,0.173,0.037,0.587,0.795,car
0.922,0.282,-0.95,-0.001,-1.147,0.23,-0.28,-1.731,-1.736,0.252,-0.123,-0.992,0.077,-1.048,1.417,0.0,-0.996,0.277,0.0,-0.482,-0.912,0.713,-1.03,-0.112,-0.542,-1.097,1.007,-0.684,0.127,-0.01,0.003,0.829,-0.962,0.03,-1.564,-0.163,noncar
0.027,1.861,0.347,0.0,0.882,-0.032,0.06,1.107,0.292,0.443,0.094,-0.866,-0.001,0.877,-1.016,-0.172,0.933,-0.015,0.0,0.138,0.968,0.167,0.827,0.129,-0.303,0.501,-0.329,0.992,-0.483,0.544,0.037,0.045,0.173,0.214,0.318,0.003,car
0.453,-0.69,-0.464,0.04,-1.147,-0.021,-0.38,-0.536,0.039,-0.574,-0.123,-0.789,0.026,-1.168,1.289,-0.557,-0.996,-0.655,0.011,-0.413,-1.23,0.291,-1.058,-0.666,-0.252,-0.421,-1.264,-0.212,-0.687,0.0,0.563,-1.187,2.282,0.422,1.931,0.408,noncar
-0.016,-0.811,-0.14,0.0,1.009,-0.068,0.282,1.257,1.053,0.582,0.311,-0.072,-0.743,0.606,-0.76,0.141,0.547,0.277,-0.138,-0.482,0.808,-0.393,0.538,-0.077,0.024,0.101,-0.195,0.628,-0.89,-0.864,-0.833,0.941,-0.314,-0.281,-0.219,0.768,car
0.48,1.618,1.481,-0.018,0.882,0.05,-0.52,0.958,0.039,-0.005,0.746,0.034,0.035,1.479,-1.272,0.089,1.318,0.669,0.028,1.516,1.031,0.212,1.438,0.478,0.683,1.3,-0.195,-0.005,-0.89,0.004,0.867,0.941,-0.314,0.455,0.318,-0.036,car
-0.075,-0.811,-1.274,0.054,-1.908,0.877,0.01,-1.582,-0.975,-0.061,-0.558,0.832,-0.002,-1.619,2.185,0.001,-1.382,-0.957,-0.168,-1.516,-1.708,-0.005,-1.38,-0.81,-0.068,-0.943,0.205,0.598,0.94,0.006,-0.649,1.053,-0.476,0.096,-0.757,-0.72,noncar
0.869,-1.054,-0.302,0.121,-1.02,-0.161,0.025,-1.373,-0.722,0.854,-0.558,-0.654,-0.0,-0.627,0.649,-0.012,-0.611,0.797,0.073,-0.207,-0.721,0.168,-0.684,0.682,0.302,-0.114,1.675,0.0,-0.077,0.732,-0.183,-0.179,-1.611,-0.33,-1.833,-0.313,noncar
0.0,1.618,1.643,-0.432,1.326,-0.066,-0.0,1.316,0.799,-0.507,0.529,-0.0,0.392,1.509,-1.4,-0.798,1.704,-0.118,-0.395,1.653,1.031,0.027,1.523,0.013,0.114,1.269,-0.329,-0.588,0.737,0.099,-0.029,-0.627,-0.314,0.019,0.184,0.0,car
-0.637,-0.082,-1.274,-0.087,-0.766,0.549,-0.006,-1.283,-1.229,0.046,0.094,-0.127,-0.0,-1.259,1.545,0.432,-0.996,-0.122,-0.597,-0.758,-1.039,0.005,-1.143,0.001,0.029,-1.711,-0.195,0.625,-0.89,0.272,-0.114,0.045,0.335,-0.168,-0.757,-0.019,noncar
-0.353,2.589,1.157,0.647,1.136,-0.564,0.186,1.018,0.039,0.296,0.311,-0.274,-0.104,1.449,-1.272,0.942,1.318,0.357,0.584,1.171,1.286,-0.017,1.455,-0.089,0.157,1.207,-0.062,-0.008,1.55,-0.468,-0.021,-0.963,-0.151,0.002,0.184,-0.089,car
0.174,-0.447,-0.95,0.676,0.185,-0.269,0.131,-0.267,-0.342,0.308,-0.341,0.149,0.941,-0.176,0.008,0.282,-0.225,0.047,-0.467,-1.171,0.012,-0.022,-0.249,-0.036,0.517,-0.513,-0.195,0.929,0.127,0.263,0.571,0.045,-0.476,0.001,-0.488,0.125,car
0.016,-1.054,-0.302,0.002,-1.02,0.022,-0.002,-1.462,-0.975,0.0,-0.775,0.885,0.303,-0.627,0.649,-0.001,-0.611,0.474,0.725,-0.207,-0.657,0.319,-0.679,-0.674,-0.004,-0.022,1.942,0.0,0.33,-0.647,-0.031,-1.187,-1.611,-0.476,-1.967,-0.99,noncar
0.933,-0.932,-0.302,0.016,-0.893,0.008,0.016,-0.566,0.292,-0.002,0.094,-0.414,0.04,-0.928,0.905,0.46,-0.996,0.342,0.065,-0.344,-0.88,0.402,-0.877,0.111,-0.036,-0.022,-0.462,0.055,-0.077,0.658,0.028,-1.411,0.498,0.002,0.722,-0.243,noncar
-0.152,0.768,0.995,-0.753,1.389,0.012,0.089,-0.177,-1.229,-0.814,0.311,0.468,0.853,1.118,-1.144,-0.035,0.933,0.051,-0.0,1.102,0.904,-0.0,1.081,0.032,-0.031,0.562,-0.462,0.141,-0.28,0.009,0.062,0.941,-0.151,-0.397,0.049,-0.681,car
0.548,0.525,0.184,-0.071,0.375,-0.661,-0.838,0.659,0.166,-0.052,-0.558,0.061,-0.741,0.697,-0.888,0.424,0.547,-0.223,0.021,-0.069,0.84,0.026,0.697,-0.017,0.745,-0.022,0.072,-0.694,-0.89,-0.637,-0.396,1.5,0.822,0.161,0.184,-0.008,noncar
0.471,-0.811,-0.626,0.001,-0.386,0.289,-0.013,-0.118,0.673,0.021,-0.341,0.019,0.076,-0.627,0.521,-0.006,-0.611,0.988,0.675,-0.551,-0.561,-0.0,-0.639,0.082,-0.036,-0.698,-0.062,0.02,0.127,-0.065,-0.38,0.045,-0.151,-0.007,-0.085,0.023,noncar
0.422,-1.297,-0.788,0.029,-1.844,-0.088,-0.0,-1.641,-1.102,0.0,-0.558,0.081,0.013,-1.108,1.545,0.083,-0.996,-0.444,0.102,-0.551,-1.485,0.009,-1.092,-0.411,-0.385,-0.544,1.808,-0.023,0.33,0.033,-0.88,-0.627,-2.098,-0.859,-1.698,0.006,noncar
0.547,-1.054,-1.112,-0.232,-1.21,-0.0,-0.085,-1.163,-0.849,-0.001,-0.341,-0.381,-0.663,-1.409,1.801,0.657,-1.382,-0.314,-0.0,-1.24,-1.644,-0.0,-1.25,-0.994,0.029,-0.943,-1.13,-0.038,2.77,0.03,-0.466,-0.515,0.984,-0.35,0.722,0.0,car
-0.748,2.104,1.319,0.031,1.643,-0.134,-0.536,1.257,-0.088,0.491,0.529,-0.073,0.109,1.148,-1.144,-0.012,0.933,0.057,-0.016,1.309,0.904,-0.032,1.11,0.003,-0.963,1.269,-1.13,-0.315,2.973,0.309,0.911,-1.187,1.147,0.002,1.259,0.069,car
-0.614,1.132,1.805,-0.469,1.136,0.002,0.746,0.48,-0.342,-0.319,0.529,-0.045,-0.854,1.419,-1.272,-0.0,1.318,0.415,-0.288,1.722,0.968,-0.0,1.381,-0.389,-0.005,1.361,0.339,-0.914,1.753,-0.057,0.745,-0.179,-0.476,0.141,-0.219,0.317,car
-0.006,-0.204,-0.95,0.022,-0.386,-0.289,0.035,0.33,1.18,-0.116,-0.558,0.101,-0.067,-0.507,0.265,-0.021,-0.611,0.022,0.028,-1.171,-0.307,-0.906,-0.509,0.0,0.0,-0.974,-0.062,0.192,-0.077,0.061,-0.081,0.157,0.984,0.612,0.587,0.424,noncar
0.096,-0.69,-0.626,-0.637,-0.132,0.379,-0.005,-0.655,0.039,0.001,-0.123,-0.08,-0.063,-0.687,0.521,0.063,-0.611,-0.019,0.022,-0.275,-0.625,-0.024,-0.69,-0.03,0.767,-0.421,-0.195,-0.449,-0.483,0.061,0.17,0.381,-0.151,-0.007,0.184,-0.995,noncar
-0.471,-1.175,-1.112,-0.082,-1.401,0.624,0.362,-1.223,-0.722,0.421,-0.775,-0.026,-0.286,-1.108,1.161,0.326,-0.996,-0.014,0.554,-1.24,-1.294,0.014,-1.013,0.32,-0.331,-1.036,0.339,-0.043,0.33,0.277,0.564,-0.963,-0.638,-0.895,-1.026,0.976,car
0.864,-0.568,-0.14,-0.057,-0.132,-0.49,0.306,0.659,0.546,0.513,-0.558,0.118,0.003,-0.206,-0.12,-0.598,-0.225,-0.005,-0.316,-0.344,0.012,-0.02,-0.249,-0.45,-0.353,0.163,-0.863,0.438,1.347,-0.57,-0.016,-0.179,0.822,0.0,0.453,0.18,car
0.014,-0.082,0.347,-0.767,0.121,0.001,0.001,1.077,1.18,0.919,-0.341,0.001,0.0,0.215,-0.632,-0.17,0.161,-0.252,-0.005,0.276,0.044,0.435,0.204,-0.753,0.18,0.808,-0.329,0.592,0.127,-0.513,0.602,0.717,1.471,0.305,0.722,0.036,noncar
-0.212,1.253,1.157,0.534,1.199,-0.211,-0.001,1.107,0.039,0.014,0.311,0.01,0.118,0.877,-1.016,-0.289,0.933,0.269,0.531,0.896,0.585,-0.261,0.832,-0.134,-0.0,0.9,-1.13,0.001,-0.89,-0.028,0.0,-0.851,0.984,-0.001,1.125,-0.252,car
0.003,-1.54,-0.302,-0.328,-0.893,-0.332,0.867,-0.626,0.292,-0.552,-0.341,0.212,-0.045,-0.567,0.521,0.204,-0.611,-0.073,0.021,-0.275,-0.434,-0.001,-0.622,0.0,0.054,-0.114,1.007,0.009,-1.093,0.165,0.42,-1.187,-1.125,0.052,-1.429,-0.881,noncar
0.69,-0.69,0.022,-0.0,-0.006,-0.0,0.07,-0.416,-0.722,0.021,-0.123,-0.025,0.427,-0.446,0.265,-0.0,-0.611,0.163,0.005,0.069,-0.275,0.003,-0.469,-0.05,0.846,-0.145,-0.462,-0.36,-0.687,-0.015,-0.052,-1.411,-0.151,0.023,-0.354,-0.004,car
-0.373,1.132,0.995,-0.159,1.453,-0.283,0.025,0.151,-0.722,0.001,0.529,-0.502,-0.003,1.238,-1.144,-0.001,1.318,0.598,0.12,1.033,1.063,0.028,1.189,0.309,0.007,1.453,0.072,0.25,0.33,0.173,0.051,-0.403,-0.314,-0.017,0.049,0.094,car
0.051,-1.297,0.184,0.135,-0.893,-0.987,0.646,-0.895,-0.342,-0.001,-0.558,-0.009,0.695,-0.567,0.393,0.011,-0.611,-0.058,-0.784,-0.138,-0.53,0.148,-0.588,-0.168,0.184,0.255,0.205,-0.069,-0.28,-0.774,0.008,-1.075,-0.638,0.079,-0.623,0.01,noncar
-0.215,-1.783,-1.112,-0.129,-1.718,0.0,0.148,-1.462,-0.849,-0.467,-0.775,0.033,0.066,-0.807,0.905,-0.449,-0.611,0.426,0.0,-1.378,-1.135,0.754,-0.82,0.036,-0.292,-0.913,1.14,-0.501,-0.483,-0.0,0.235,-1.187,-1.449,-0.156,-1.698,-0.052,car
0.009,0.403,1.643,0.705,1.326,-0.0,0.331,0.838,0.166,0.0,0.529,-0.083,-0.005,1.389,-1.272,-0.401,1.318,0.58,-0.367,1.653,0.968,-0.351,1.342,-0.272,-0.185,1.361,0.339,-0.811,-0.28,0.169,-0.073,1.276,-0.638,0.225,-0.219,-0.907,car
-0.007,-1.297,-0.95,-0.759,-0.83,0.918,0.004,-1.253,-0.975,-0.0,-0.775,-0.0,-0.025,-1.018,1.033,-0.01,-0.996,-0.035,-0.066,-1.171,-1.071,0.542,-0.939,-0.035,-0.001,-0.39,-0.462,-0.0,1.957,0.182,0.103,-0.739,-0.314,0.589,-0.757,-0.006,car
-0.0,0.525,-1.112,-0.0,-0.64,-0.159,-0.228,0.689,0.926,0.018,-0.775,0.0,0.031,-0.085,-0.376,-0.021,-0.225,-0.029,-0.457,-1.171,0.012,0.494,-0.073,0.22,0.248,-1.128,-0.329,-0.47,-1.093,0.008,-0.148,-1.075,1.796,-0.128,0.856,-0.362,noncar
